"DistC_10w_B4" "DistC_10w_C1" "DistC_10w_F6" "DistC_12w_A4" "DistC_12w_B1" "DistC_12w_E3" "DistC_14w_A3" "DistC_14w_C3" "DistC_14w_E4" "DistC_6w_A2" "DistC_6w_B2" "DistC_6w_F7" "DistC_6w_G3" "DistC_6w_G4" "DistC_6w_G5" "DistC_8w_B3" "DistC_8w_C2" "DistC_8w_D4"
"AL627257.1" 0.0591516 0.584215 0.487358 0.251993 0.373659 0.0318733 0 0 0.0221809 0 0 0 0 0 0 0 0.0695921 0.176985
"AL645861.1" 3.39774 2.0974 4.57058 3.10077 3.48308 5.30675 5.73897 0.228267 0.0864437 5.80032 6.30483 8.59606 5.93765 6.54419 6.76947 6.43878 8.42627 7.51564
"AL731706.1" 74.5173 57.0378 41.4913 78.26 63.622 57.1102 41.914 113.883 108.491 34.1352 31.3535 33.049 26.9286 23.423 24.816 32.7392 57.4341 49.2138
"AL731831.1" 3.49757 1.69718 1.08412 1.86983 2.55847 4.3062 1.71642 0.636319 3.54625 0.782066 0.640032 2.42827 0.70985 1.07643 0.991745 1.61367 0.709204 0.791254
"AL935121.1" 0.453265 0 0 0.267623 0 0 0 0 0 0.0540084 0 0 0 0 0 0 0 0.247783
"Alad" 191.48265 170.17815 219.765338 158.44395 165.21879 210.8928 207.667321 118.235465 172.30169 189.29541 215.443152 188.931182 212.570155 205.241763 199.986579 231.626687 233.54629 263.204828
"Alas1" 184.411437 139.789049 202.328867 89.971435 102.278321 172.710812 220.565801 48.016697 78.4504296 143.6594546 155.026378 140.061641335 105.7647853 110.443049 96.498749 157.348324 195.109878 280.8338276
"Alas2" 0.281682 0.535491 0.2687304 0.8167203 0.779391 0.6079604 0.957446 1.552024 0.41963 3.320942 5.051448 2.431186 0.826639 0.886847 1.36527 0.852283 0.941404 0.2894860523432
"Alb" 0.194048 0.528369 1.71408 0.436646 0.923129 1.66488 3.23639 0.153001 0.10558 4.56802 8.4185 6.53123 3.15744 4.68398 3.82785 5.40687 0.495584 2.05625
"Alcam" 14.0190570153869 8.159842 17.753923 7.525572 9.860254 14.760677 21.54037 2.0692718 4.2512099 22.6568 26.399387 23.304866 20.108173 24.982872 21.2211497845 29.638172 16.761735 22.928781
"Aldh16a1" 27.9266192 26.9957011 41.174032 16.4688037 13.9013788 23.7263169 36.170832 9.961875527271 14.163027 35.0610069 34.21605 31.212025 29.708406 31.3958421 29.499573 30.012590614 34.825073 48.980268
"Aldh18a1" 10.063271 8.0435775 27.211823 4.973313 6.0318727 8.0901628 13.658068 1.51896 1.20152 18.282842 18.746399 23.02238 15.353174 17.17983 17.887445 19.08439 10.545646 17.047007
"Aldh1a1" 3.7091855 10.5918301 21.476943 11.5470943 8.399733 14.2410104 33.4939878 3.7722108 2.093161 63.455018 43.6573755 39.320598 64.9161868 47.427766 49.1253543 40.1684013 15.2184234 22.1524715
"Aldh1a2" 0.68578 0.364396 1.16667 0.325429 0.309613 0.434239 0.816448 0.457465 0.209795 4.05512 1.29338 2.25366 1.02962 1.99071 1.50545 1.51871 1.27597 0.232871
"Aldh1a3" 7.753005 5.777846 8.916802 8.3587166 8.800691 9.8337977 10.4075 5.3867962 11.1073312 6.871397 15.952806 16.319203 8.273808 12.73876 5.8069168 16.860019 14.656861464261 12.753025
"Aldh1a7" 0.311814 2.0265 3.81202 1.56767 1.55894 2.51061 5.9016 0.231142 0.323973 9.90533 11.2909 11.7997 12.1338 10.4967 10.3591 7.78712 2.12884 3.8571
"Aldh1b1" 8.58044 26.1478 66.53673 42.08407 32.2752 60.06954 113.8049 1.63532 3.80394648 156.2507 128.5155 159.3255 173.48975 176.3715 189.83969 142.1853 78.8016 126.8272
"Aldh1l1" 33.854221 45.06726 106.260284 36.9654 25.604337 45.616733 82.01448 6.597 15.236429 73.27181 75.597138 77.62443 97.180788 90.02386 98.442246 89.891458 79.851518 108.60169
"Aldh1l2" 0.3108711 0.6635352 0.6378542 0.7453416 1.0807632 0.609463 0.380758 0.828232 0.188953 0.446979 0.407841 0.5169934 0.373018 1.5570581 0.286992 0.7006832 0.486894 1.24101630046026
"Aldh2" 65.405455 295.86566 666.178314 386.131948 391.858295 580.40554 1007.870844 32.702899 53.990341 1349.200677 1000.65089 1199.468008 1659.53677 1318.05995 1496.0455 1009.90885 693.78643 671.141122
"Aldh3a1" 0.2794705626 0.78159 0.1260543328 0.844525 0.811527171 0.805253 1.63613 0.071731697 0.128765501 2.668703 2.63248 3.900497 2.174686 2.82231 3.56222 3.128209 1.655301 0.5141996313
"Aldh3a2" 16.956315 15.947661 33.717035 20.2115756 19.355409 26.8893021 45.5102167 5.2896758 8.1202578 55.4888551 51.813772 61.1314695 44.090329 56.690046 50.8804993 53.274819 35.2815986 49.0392894
"Aldh3b1" 3.757351 4.30205 5.57946 5.21443 5.173408 6.729995 7.352216 1.04268 2.88826 6.98297 4.468914 5.69159 8.62667 5.9868 8.33188 7.04365 9.76818 6.04996
"Aldh3b2" 1.27915 7.16501 15.5312 5.98709 7.3502 5.0396 8.79524 0.96417 1.61531 10.6211 11.0519 8.21569 10.5076 9.9606 11.8064 8.30292 11.2152 23.2837
"Aldh4a1" 2.04999 3.62111 7.80162 5.628422 4.7891555 7.8658211 12.2721 0.298605 0.988607 13.6651 12.2888 12.4708828 17.6570115 12.5025526 15.1092 12.2897 10.5425 10.3858672
"Aldh5a1" 1.36713 2.0331 4.68212 3.00395 2.26512 4.07098 5.78084 0.42887 0.758789 6.72708 4.98617 6.80481 6.59593 6.02613 7.0255 7.47163 5.0444 5.92522
"Aldh6a1" 4.34477 7.1949303 9.7955184 7.5790225 7.0199008 11.329732 27.2831728 1.79503 2.50603 29.9588013 29.3284789 24.18984 26.2823723 25.56556 26.4868292 27.6392426 11.2507623 14.842406
"Aldh7a1" 6.00694 5.908534 15.668718911 6.886419 7.649585 10.937104 15.66401 1.657095 2.381598 18.832546 12.282226 21.89973 17.6484449 17.98628 18.71449 18.62661 13.01176 15.3825
"Aldh8a1" 0.8079159 0.7492202 0.7532992 0.4982499 0.6909 0.7119813 0.840883 0.175946 0.2512329 0.970691 1.264597 1.0834037 0.87266 0.914683 0.9237256 1.051966 0.790859 1.363716
"Aldh9a1" 32.655148 21.8457801 35.481073 20.336553 20.376951 27.692484 31.519407 8.1676 10.293756 40.299646 34.925402 41.027284 41.63762 36.204998 39.22157 35.87476 30.693806 38.3727
"Aldoa" 722.670382 851.288726 1394.491195 864.651948 712.788657 959.757012 1236.5807566 234.698335 395.825918 1355.594756 1409.505754 1491.125227 1799.080289 1678.930283 1725.737625 1347.352801 1525.7950896 1793.13051
"Aldob" 1.47945 9.10997 9.07786 32.383016 37.5686 63.0123 70.4482 7.88452 4.18738 99.0281 97.6383 106.417877 74.340427 74.017594 87.3908 71.7511 29.8596 47.4147
"Aldoc" 9.64174 13.67934 20.53589 17.8519662 11.651443 20.137209 20.825544 4.852218 7.087361 20.8668 23.6778 24.79171 29.45274 27.67316 26.135847 25.717867 34.617348 30.714625
"Alg1" 11.352868 13.532476 19.130885 13.0283214 12.579004 13.0086019 14.643644 8.19016 8.214536 16.133807 14.0121 16.2613 19.3659646 18.634501 17.578093 17.234344 16.437539 13.328665
"Alg10b" 9.02642 6.84011 11.710248 5.757284 6.0943300018388 8.93585 10.223905 1.942462 2.896763 10.72735 10.08324 10.182465 8.259518 8.729278 9.20565 15.31286 9.82351 13.80224
"Alg11" 8.732331 6.76108 7.9745953 4.467261 4.944541 8.62735 8.752566 2.518809 4.6559 10.33213 11.8817 8.268945 7.532891 6.508478 11.426309 8.009697 6.67191 6.670268
"Alg12" 9.984962 7.463345 12.142661 8.248423 8.680593 7.30531 7.817191 3.2696779 3.95214 10.315629 7.340562 10.33626 10.9902561 10.759404 9.044187 10.628 11.359817 11.114927
"Alg13" 17.497407 10.017174 6.095317 5.8632522 5.533045 6.5075262 3.3753742 15.9789358 7.5801117 3.3452469 4.661513 4.1425981 3.0363389 2.654164 1.9357788 3.591707 4.490524 5.49759720056922
"Alg14" 23.027146 14.779635 16.660024 11.187089 14.089138 14.32068 12.311178 11.067084 13.802861 12.205202 15.081428 15.442946 7.905899 11.94557 11.639691 18.07161 11.367934 19.2814
"Alg2" 13.889574 12.6107 18.3880146 7.239508 8.376634 15.529338 20.546864 2.64469 4.102003 18.505632 17.1557020061085 16.535597 15.317859 17.186965 17.526001 19.433996 10.496191 14.5384
"Alg3" 11.491456 11.450824 27.798112 7.59176575 8.2253459 12.3325484354636 13.142981101 2.142492 4.268266 18.40073255115 16.08378726972 21.881893 15.858544 16.6334637 17.025816 18.44182 12.4435882 19.5819327
"Alg5" 38.872675 35.917364 35.824913 36.5732104 33.556666 37.833047 37.742543 29.3939044 38.1577719 32.7029175 36.971897 34.457692 39.1268389 34.61379 35.786723 37.733376 37.189751 33.19958
"Alg6" 7.0543258 3.9055413 7.2158394 4.3917113 4.9285424 5.5434439 4.64324813 1.4496211 2.4066568 4.14002099 5.80711489 6.3347664 3.46003175 4.1407005 5.6563336 6.9865548 4.9222843 7.319409
"Alg8" 5.785085 5.567662 12.239946 3.0434675 4.6637892 4.914623 6.361674 0.9438543 1.759507 7.0171924 7.406555 10.495246 4.67685457209 6.2160297 7.465507 8.64855 6.35315 9.637388
"Alg9" 19.236763 10.9642224 19.66693 8.740525 9.4187644 14.185012 16.634019 7.31445 10.375558 16.692932 19.213071 20.53468 15.634628 17.920193 15.389919 21.869917 16.092237 25.241569
"Alk" 0 0.0166521 0 0.00460308 0.00620058 0.0127213 0.0389012 0 0 0.167966 0.1151271 0.1375512 0.1419716 0.1267589 0.2859021 0.1054092 0.0347041 0.0912782
"Alkal1" 1.08371 0.0854998 0.0535263 0 0.0479127 0.440755 0 1.47901 2.17431 0.0645031 0.250274 0 0 0 0 0 0 0
"Alkbh1" 7.897695 5.99532423 4.9557469 4.766376 7.067801 6.720958 4.1751163 5.500045530071 5.498663 5.301843 3.2400815 2.9988756 1.6271679 2.3537 1.66197461 2.5797392 3.968162 2.445586
"Alkbh2" 9.78986 8.631571 7.948568 7.8619 10.66695 8.467357 7.484375 7.359211 9.81959 6.817171 6.11236 6.285676 6.94339 7.625651 5.85012 5.145862 7.8831 5.49122
"Alkbh3" 28.2481341 26.852846 29.2712459 23.7934002 25.930825 23.135064 18.885824 21.779429 24.0323347 16.268518 15.805953 18.351733 18.091884 20.722935 17.558182 26.13848359006 25.8726958 24.288239
"Alkbh4" 4.543088 5.635516 8.466891 9.502101 6.061468 5.877244 7.653767 3.17176 3.603678 7.45202 6.643169 7.532883 7.529994 8.26998 8.086664 6.645361 10.320372 7.777211
"Alkbh5" 13.807278 13.752725 31.558201 13.613062 12.553876 18.339554 32.38473 2.020516 3.813136 33.962741 31.626513 30.658314 31.132415 31.603831 32.703752 35.7754 24.129138 35.283849
"Alkbh6" 18.583339 24.6177999 27.047293 29.994549 26.889427 33.147347 26.008781 19.930601 28.05724 22.9492947 20.37456 22.5030863 29.1449321 25.2363738 24.5949686 26.273016 35.4312317 22.453781
"Alkbh7" 22.28281 25.388208 18.413027 45.199228 36.470098 30.238242 27.508896 27.8037 26.84197 25.776444 21.53783 25.223205 42.615138 33.57279 32.87491 27.99019 39.450512 24.19207
"Alkbh8" 3.3157657 2.635454 3.3471328 2.280515 2.6825537 3.378753 4.562691 0.914678 1.937216 5.039729 4.4700065 3.4177374 4.160239 4.2588237 4.120767 4.63108600469354 3.395878220027 3.92484455
"Alms1" 0.33100973 0.33261571 0.8136816 0.37976337 0.45732369 0.6899611 0.7948781 0.03464 0.08816922 0.9486687 1.1203192 1.166728 0.9933734 0.8761047 1.0727227 1.3169233 0.6881485 0.9015214
"Alox12" 0.1856656 0.1851695 0.2931889 0.1903524 0.2477947 0.2451304 0.5296888 0.105963 0.2092264 0.703502 0.721883 0.446066 0.5187656 0.719921 0.839934 0.499228 0.457655 0.237315
"Alox15" 4.38003 19.24697 25.82233 5.17723 4.14212 5.71676 4.92389 0.832905 3.94652 3.607692 3.84562 3.357837 2.893354 1.88927 1.81186 5.33842 12.14867 21.82353
"Alox5" 1.22782 0.6183108 0.6432329 0.680783 0.598203 0.7339209 1.66983 0.4321142 1.115534 2.78146 2.2393149 2.3517343 1.28843 1.9156161 1.67221 2.3114300408789 1.2582603 0.364694
"Alox5ap" 39.319 7.05939 7.4389 9.49438 9.15634 7.10748 9.839932 13.69063 21.74676 16.36629 11.84854 9.42017 7.245 10.49824 10.05607 12.44735 23.07648 3.462754
"Alox8" 0.1692911 0.0220308 0.0434893 0.0261785 0.092849 0.0754399 0.1014064 0 0.0416785 0.188992 0.0784772 0.133747 0.16866589 0.06849851 0.284788 0.0763666 0.0869668 0.0689771
"Alpi" 0.195393 0.14053 0.105449 0.278939 0.109971 0.402561 0.377201 0.0501293 0 0.339983 0.665186 0.630229 0.48655 0.276815 0.619471 0.118107 0.878707 0.965596
"Alpk1" 6.547956 5.504834 7.659285 5.475524 6.221448 6.331875 6.94173 1.192766 3.5695511 5.609567 6.525837 5.728817 4.039713 4.301556 4.537355 7.431449 6.506431 5.212502
"Alpl" 5.10705 1.18513 2.86748 1.43881 1.492688 1.57939 1.81926 0.85316 1.20563 4.18816 3.263784 5.30329 2.51477 6.470943 3.260885 4.13759 3.96458 2.79311
"Als2" 1.662846 1.545269 3.892799 0.9690104 1.02263323 1.579136 2.040524 0.1326018 0.4744456 2.420645 2.1020217 2.583274 2.248186 2.754605 2.243943 3.347635 1.88531 2.506737
"Als2cl" 2.28736332262548 1.5758620194944 2.327138 3.6762010106978 2.315857 4.73531 3.401637 0.339831234 0.510593 4.403922786458 2.466121336 2.904564 3.167213 2.589726 3.0094178 2.436924 4.727776 3.058607
"Alyref" 62.9537 60.34742 73.2299 33.482404 38.214486 44.36326 32.2768 37.645839 55.74401 28.35246 31.23634489 31.9747 27.300168 24.612757 18.48043 36.0019 44.011936 45.182035
"Alyref2" 1.09514 1.53155 1.7323 2.23016 2.20906 2.46331 2.19627 1.08657 1.26763 3.46974 2.94568 1.99358 3.84809 2.67044 2.04508 2.80513 3.27872 1.40454
"Amacr" 2.73102 3.715748 5.74408 4.68056 5.83284 4.7746 4.303067 2.05482 3.2079 7.01695 4.018530072943 6.3313 5.98655 4.5512331 6.2331 5.22198 6.49308 4.85119
"Ambra1" 2.162255 2.8641599 9.280590068732 3.87819 3.6105083 5.0166555144 11.23252 0.496936 0.54816 13.241051 10.693749 13.3479 12.822645 13.3920758071832 14.85985 16.050462 7.0148617938 10.729551
"Amd1" 59.724694 44.259104 58.3144 30.150392 27.873501 44.680327 45.53262 17.78933 27.12258 41.497395 41.172313 34.10009 19.690858 34.206661 24.645036 34.425562 29.54597 48.38396
"Amd2" 9.23235 6.72005 8.71562 4.24555 3.91056 6.21817 8.43232 1.8936 3.32964 5.95133 6.80667 5.68537 3.68122 6.05612 3.89722 6.25176 4.5383 7.52215
"Amdhd2" 24.2650588 41.17404 53.195001 35.461094 27.6635634 28.03542 31.385863 11.285281 17.726207 30.071731 28.516926 35.3104916 38.6680304 36.798535 35.2694657 37.78168 48.8594838 42.3158657
"Amer1" 0.539863 0.731908 1.64912 0.79464 1.12651 1.2438 1.65829 0.072487 0.109992 2.42927 2.65874 2.37249 2.16481 3.33472 3.11574 2.59769 1.55311 2.34395
"Amer2" 0.0656157 0.02504252 0.00350328 0.0162829 0.05342501 0.0420202 0.0283475 0.00909731 0.0202886 0.0339291 0.1106762 0.0826628 0.0983056 0.09870191 0.0746564 0.0239233 0.03042206 0.0325193
"Amfr" 51.23565 44.4466 61.8975 44.070523 41.399578 50.596432 78.185126 11.469600001225 21.8765 81.191778 78.9632 78.78584 76.162615 76.111914 71.937 80.21166 60.13876 69.2502
"Amigo1" 0.60128 2.302955 4.829031 2.769299 2.5990936 3.185694 6.265459 0.7081815 0.910531 10.529296 7.70257 7.303242 7.429912 7.771306 8.158095 7.407835 3.053574 2.881205
"Amigo2" 0.933153 1.232818 1.927539 1.241544 0.994616 1.292767 1.996327 0.4773641129 0.457849 2.633515 4.017567 2.809616 2.346274 3.862759 3.226079 2.6606 1.51692 1.553135
"Amigo3" 3.78279 5.62766 7.83558 2.2067 2.09685 2.06175 1.6086 1.42093 2.99102 2.14202 2.26623 2.17173 2.27912 3.16708 1.84793 2.51091 2.96826 3.81488
"Ammecr1" 3.75456 4.1075 10.2081 3.19813 3.16668 5.51512 9.01586 0.733328 1.05567 8.93315 10.5415 9.80537 5.24434 7.75494 6.94422 11.2383 5.38293 12.3035
"Ammecr1l" 10.559539 7.305392 15.00669 7.4954818 8.740891 12.051605244485 19.3872259 1.313 1.567891 21.369143 21.942381 19.8288632 13.7065092 19.019665 17.844442 16.628901 13.2253028 21.4838394
"Amn" 0.610466 0.674583 1.53429 0.584959 0.823153 0.99833 0.715202 0.62565400056507 0.424447 1.42116 1.39301 1.32482 1.1341 1.55738 1.3401 1.16537 1.81517 0.684469
"Amn1" 14.7069632 8.3429712 6.7544718 9.1114847 10.910101 9.8065219 7.1228093 12.417397 13.085784 8.6117582 7.7697203 9.80503 5.3731473 10.0426814 6.8366697 6.5234291 8.9961183 5.8933508
"Amot" 0.4964924 0.7578348 3.423204 1.0096239 1.238729 2.255557 5.981602 0.22964 0.2079225 8.0526 9.45427 9.297684 5.440338 8.021144 8.114979 6.522645 2.31651744469 6.1412456
"Amotl1" 0.8762214 1.458148 3.18057 1.9386138 2.0020375 2.33189 6.723615 0.189322 0.269794 9.788767 7.643231 7.829488 7.234804 9.373568 9.393637 8.1459 2.53298 2.40153
"Amotl2" 1.903193 4.6785170185285 7.5616 3.0038743 2.3328987 3.046635 6.52462 0.6570773221 0.8803156 10.612964 8.191733 9.969523 8.7282792833 16.323231 13.462627 6.470017 6.2024153 6.18955400024388
"Ampd2" 5.177618 7.08973 10.0147221 6.252078 6.2268704 8.6170242467 9.452264 1.20551890008906 1.372194 13.402327 12.976105 11.886954 10.452776 10.631859 11.543762 13.058896 6.3672055 9.485418
"Ampd3" 10.0141074 7.3450327 18.2444296 6.9119221 6.4749896 10.1103746 18.3966127 1.75817 2.018331 23.9513711 15.9192651 19.751968 17.3252759 16.6786 16.341672 23.073292 10.9179603 20.65003
"Amph" 0.299048 0.205738 0.305939 0.0891574 0.1859280105221 0.391517 1.323827 0.227822 0.115269 1.164462 1.0879 1.194114 0.697186208872 1.096487 1.114502 0.8842635575084 0.3174591 0.559603
"Amt" 1.00199 1.130808 1.6674416 3.1249509 2.829233 2.235596 4.032265 0.84835 1.18959 6.291233 4.518536 6.36477 6.79325 6.409029 8.546141 3.61727 2.370203 2.25925
"Amy1" 0.4015677 0.559579 0.0541754 0.2557026 0.152417 0.545218 0.502935 0.825201 0.4826863 1.322722 0.724047 0.3351415 0.4165113 0.625226 0.1094812 0.946853 0.19821 0
"Amz1" 2.0370608 1.339367 1.8039495 1.4829544 2.1026105 1.97324 2.2315621 0.5757498 0.9280631 2.3504247 1.440162 3.711251 1.9546026 2.423985 1.7626228 3.0237053 3.786889 1.0471815
"Amz2" 22.598638 18.96677 19.456872 14.426663 17.311233 22.68954 26.5377407534 11.5732240068523 13.9103124 29.449478 34.2336550010024 29.791782 25.964887 27.353459 28.815387 37.064429 20.4757390968968 27.4726376745
"Anapc1" 9.6459484 8.0812394 18.0742247 9.56177702 8.9764187 9.8218088 12.2303397 2.5855765 2.750551 16.2115335 15.4948669 18.3340928 15.0705806 17.5904278 15.5485971 23.338271 11.5104156105733 21.2127774
"Anapc10" 11.38253 5.476872 3.958514 5.549214 6.05388 6.849947 4.104072 15.986333 14.799229 3.631317 3.340878 3.152353 2.347557 2.4044659 2.346169 3.4804261161 3.934415 2.885343
"Anapc11" 96.794419 86.303828 80.442991 84.361531 97.345757 75.361072 69.258545 118.1109214 117.319203 79.189441 78.333351 91.060168 76.172537 70.180445 77.116339 72.562683 83.001172 60.548685
"Anapc13" 83.845437 114.6979596 75.48504 134.710007 145.033655 125.754854 96.42041 169.69048 171.534912 104.18497 103.7503493 110.7594545 103.185524 93.8840979 95.327171 76.07043 116.245402 96.2994436
"Anapc15" 46.446393 27.733753 34.31488 19.289583 25.73591 21.514624 16.048753 34.0893573 38.09941150234 15.1817813 18.556467 20.203053 14.008853 17.574806 12.173137 17.531295 22.0321765 24.462016
"Anapc16" 59.5393309 43.28536125 32.769096 65.8616568 55.933703 41.927101 36.4584012 74.4904384 69.8542164 30.9535945 34.79822 39.377135 45.933039 33.402064 37.4810054 33.625186 56.189604 34.2369603
"Anapc2" 11.159209 15.266428 24.3907799 18.426926 17.15625 22.518001 39.9737645 3.2944429 5.848206 45.093702 41.2743 46.278988 50.079616 44.5804118 47.863569 45.624013 30.13632 35.18884
"Anapc4" 24.523543 13.810713 19.712382 9.8786586 11.537964 15.613722 21.422428 6.035798 10.1231212 23.601297 26.99793 27.4135749 20.4337253 17.309602 21.906488 33.489388 13.269352 22.182901
"Anapc5" 51.313735 57.668322 87.7249750006695 54.626221 55.2339142 62.789436 88.406372 21.7076332 27.6371788 95.630972 110.521972 103.7680766832 78.986690252 95.022088 85.056482 109.369303 75.644768247 100.4456932
"Anapc7" 13.960898 12.784677 20.2279429 14.427928 12.78806 15.838489 21.48484 3.8585929 7.9316978 21.950914 24.221994 25.609804 23.704944 23.485311 24.120125 25.06720826 21.265935 26.8769103
"Ang" 3.85903 2.699859 3.318098 3.510143 5.237979 5.499129 5.74244 2.02062 2.90066 6.69593 3.485978 6.547886 4.94585 5.455324 3.832461 5.150254 5.432941 3.798801
"Ang4" 0.293365 0.140548 0.264243 1.59875 0.63157 0.563331 0.815309 0.736951 3.3863 8.14792 0.712711 1.06626 2.16951 1.01747 0.357131 0.577994 0.263821 0.11018
"Angel1" 1.027136 1.7142741 3.7059362 1.42926 1.577944 3.1827101 4.375533 0.218992 0.47117 5.093394 4.461974 4.49643 5.527516 4.617351 5.33471 6.68578 2.4417548 3.3699
"Angel2" 9.212544 9.7664286 14.388283 14.4654794 14.002669 16.1554347 21.8423802 2.42318 4.463012 20.241131 21.4341218 20.3540828 22.2171861 21.6052309 22.361162 22.532108 18.9851373 15.4728142
"Angpt1" 0.3942638 0.693619 0.803974 0.4572331 0.605424 0.40569 1.29101 0.0806829 0.2276227 1.46468 1.18933 1.01915 0.8963937 1.35642 1.19991 1.75349 0.641475 0.324026
"Angpt2" 0.424349 0.536676 1.229503 0.463137 0.643285 1.029311 1.79914 0.568963 0.3219521 1.3543 1.46015 2.551048 1.724696 2.90516 2.700174 2.676922 0.910712 0.904763
"Angpt4" 0.0150449 0.0984675 0.299066 0.174508 0.0943535 0.274011 0.508901 0.0200713 0.089996 0.553015 0.395341 0.45682 0.409105 0.29556 0.531498 0.638403 0.404603 0.112388
"Angptl1" 0.0260906 0.219332 0.2432056 0.292371 0.2175435 0.570442 0.753158 0.0197106 0.0390384 0.8807557 1.810749 1.507358 1.191165 1.362748 1.18065 0.9833460835013 0.502619 0.574096
"Angptl2" 0.5843129 2.94732 6.92311 3.5637305 3.0135868 5.4928132 16.4312042 0.309548 0.610591 24.5142694 19.1242499 18.9979995 21.356963 26.948639 28.8224848 23.2772897 8.1654302 5.66653
"Angptl4" 4.523765 1.024106 3.05009 1.88108 0.985976 1.3040288 1.573958 1.151338 1.159318 3.109543 1.464777 3.450703 2.546286 1.592207 3.009304 1.386983 2.274109 0.73267
"Angptl6" 0.500002 0.589287 0.952659 0.687321 1.10327 0.500266 1.10894 0.486434 0.361002 1.96948 1.64737 1.89471 1.82914 1.73335 2.26414 1.19791 1.0024 0.633025
"Angptl7" 0.181268 1.95791 2.8922 3.53031 1.2238 3.19733 6.04374 0.263839 0.271158 5.26773 2.41602 2.50213 9.07672 4.17073 6.44769 2.90079 3.08358 2.24072
"Angptl8" 1.39024 1.16839 0.636262 1.70276 1.31043 0.640042 0.472454 2.93262 2.74039 0.45962 0.222392 0.232753 0.42578 0.334055 0.257382 1.09443 0.635558 0.721525
"Ank" 2.448275 3.768041 5.380031 8.354326 7.39396 12.03587 24.07242 2.038789 1.888925 28.93643 24.28548 25.77662 28.15919032 21.61610112868 25.888200288886 23.03079 8.66902 8.28268
"Ank1" 0.7007347366663 1.64641632816 3.376965276322 2.745315307965 1.93982225271 3.298411878613 5.8164652334 0.5581611832 0.8986719185 5.83714240293 5.2926516717221 9.98773108331826 6.5852132019334 9.2159804 7.2571756565 4.81382073218 2.6170470727 3.710927
