"";"logFC.W1";"logFC.W2";"logFC.W3";"logFC.W4";"logFC.W5";"logFC.W6";"logFC.W7";"logCPM";"LR";"PValue";"FDR";"logFC.W0";"module"
"Tgm7";0,398976727624401;-0,423472819394059;-1,69211653606042;-1,03319704014515;-0,133708409684847;0,575348588539867;1,01143946072379;1,56695939261161;54,5554613979417;1,82598060902396e-09;1,08949021385482e-08;0;4
"Gm20547";0;3,97080119612745;4,91935927596188;5,87005802661606;5,68626963392855;4,1485579675769;0;-2,15534921324145;54,5535729066497;1,82755331564916e-09;1,09001491762656e-08;0;1
"Fscn1";-0,128477536364287;0,294109587056413;1,05772519841528;1,48073686774192;0,418647100893372;1,0265774135824;0,731897045192821;3,72246520371899;54,5509207214318;1,82976429356939e-09;1,09091976577542e-08;0;1
"H1f2";-0,316505375415843;-0,133483414981619;-0,321143363331727;-0,303174702119901;-0,798688990082547;-1,13344018128767;-1,41355209249062;7,84373318866667;54,5448093489353;1,8348691519926e-09;1,09354862803744e-08;0;7
"Med12";0,0913760958283323;-0,0156983927829199;-0,305088560452603;-1,00469206338232;-1,11346071487873;-0,923824720292083;-0,458840396552966;4,76906050942428;54,5104207820433;1,86385976308663e-09;1,11040557769034e-08;0;6
"Orc6";0,250303790032256;0,569854527791957;0,455952322696071;1,11580882600377;1,54097174192313;1,44294677712435;1,18224738232826;3,66738017616455;54,506556100352;1,86714619822806e-09;1,11194214123264e-08;0;2
"Wwc2";0,126865205258338;-0,635269271392283;-0,771480473290635;-1,34569456432056;-1,0102592684526;-1,04014962711047;-0,66055818449338;4,23511993778861;54,5004685890974;1,87233458829683e-09;1,11460978406674e-08;0;6
"Slc6a11";-0,158485083042448;0,109595017147179;0,591886874872736;-0,838454041216097;-2,48708109723273;-2,49454559400101;-3,42271647009916;-0,822754074964913;54,4467499660167;1,9187461115382e-09;1,14180644835744e-08;0;7
"Slc17a5";0,0290028148859228;-0,293725598142642;-0,53208773367938;-0,900142520338564;-0,926811837166626;-1,14660692865692;-1,01448254121084;4,96588385977863;54,3554503191975;2,00027082445463e-09;1,18986976549662e-08;0;6
"Rnh1";0,182135088807185;0,185727073206567;0,427633858462131;0,822189858180817;1,22810462361015;1,07134653980685;1,10155989132512;7,74150369553235;54,3452657526379;2,00957627647123e-09;1,19495303398943e-08;0;2
"Nacad";-0,135255648057695;-0,512192027898097;-0,220067850504334;-1,22282288786735;-1,24723088129447;-1,52864430276573;-2,49258161000444;1,83254222717452;54,3159403561537;2,03661191648034e-09;1,21057136298314e-08;0;7
"Bhlha15";0,348298251091984;-0,319158627857263;1,16309890793983;0,603310172852273;0,938003670543708;1,30194196448842;1,70825370637354;2,67352591570315;54,3001453554007;2,05132345511911e-09;1,21885515349141e-08;0;2
"Mrpl18";0,00942953823985841;0,0635879935827264;0,282389418237567;0,770030860479538;1,1319474684549;0,845272274098575;0,720213384509043;6,13537319749085;54,244362486483;2,10413217673372e-09;1,24976071335881e-08;0;2
"Evi2a";-0,00264550317759704;0,941265989799944;1,39270255235131;1,78068276452915;1,8511317594234;2,06562875893473;1,52680095007098;2,06864836415689;54,2434544421495;2,10500291621552e-09;1,24980573446905e-08;0;1
"Zfp652";-0,0141609199724825;-0,189862750608415;-0,390652357987993;-1,02904457002226;-1,09092708760303;-0,932401976842619;-0,762047567337311;5,39632957565145;54,2272725058462;2,12058039303174e-09;1,25857927290468e-08;0;6
"Gclc";-0,111475417848956;0,0488881226069151;-0,138614633698595;0,116234032798871;0,637551785359179;0,55343161234512;1,06461377658316;5,751843278784;54,2182746197619;2,12929179880242e-09;1,26327266644421e-08;0;3
"Dnah8";0,158560701180812;0,131731041064713;0,25522654242209;-0,827071772056818;-0,753197201086218;-0,837291171870417;-0,61667134215626;4,69342720071938;54,1665828952526;2,18003290140614e-09;1,29288861848009e-08;0;6
"Nrg1";0,230960878847268;-0,147205445798521;0,210000381552872;0,836167600593996;1,06321077400671;1,24220439718841;2,07797813386072;1,78459035416881;54,1150481723716;2,23181884287377e-09;1,3231016533809e-08;0;3
"Cx3cl1";0,106415561557438;0,216415886302596;0,0440391793597266;-0,38612521033788;-0,47901090118507;-0,848607523257126;-1,00756483061975;5,68359125172069;54,0953760033776;2,25190850917131e-09;1,33450831440601e-08;0;7
"Igfbp6";-0,337663010615697;-0,368147028040013;-0,357826862687949;-1,19170040602194;-1,18992134503991;-1,4342915419152;-1,62907377149203;3,29303426163777;54,0804592625533;2,26726182371952e-09;1,34310061765329e-08;0;6
"Tnfrsf14";0,157910986410332;0,798168074851845;0,951073654225095;1,72996831077259;1,56233300313827;1,4488436567621;1,49889570988936;3,05063246490428;54,0484251698622;2,30058680377129e-09;1,36232865268897e-08;0;2
"Zfp316";-0,0507067150986636;-0,310367454806381;-0,551990344131309;-1,01792345925485;-1,43316178155646;-1,43053214219151;-1,40372660896358;3,15591850476394;54,0401822815119;2,30924050402587e-09;1,36693822305327e-08;0;6
"C1s2";-0,0377519347817469;1,3741910097032;1,2302083638387;2,38053633086489;1,83396324058922;2,29413338015223;2,27394282460515;1,0577497666119;54,0177532312655;2,33295189069656e-09;1,38045425764138e-08;0;2
"Syt17";-0,0803905196638996;-0,716117048631915;-0,96187379419151;-1,81942330165065;-2,07569777488959;-2,64751792845778;-3,46916975625587;-0,26378407900121;53,9983427819766;2,35366777043348e-09;1,3921882876883e-08;0;6
"Gm10184";0,392164422068951;0,923494309121849;1,00584651278219;1,19195717932863;1,13878698062114;1,45720077850294;1,25441250954877;7,14748140045665;53,9868801716726;2,36598724093929e-09;1,39894890568061e-08;0;2
"Gpr68";-0,0821422258024331;0,504066056041503;0,99289707187429;1,69353498966251;1,57358600995874;1,73921040749357;1,9395040642005;1,91379646922611;53,9788075693056;2,37470181979252e-09;1,40357375980369e-08;0;2
"Csf2ra";0,124586471495406;0,411943754192288;0,614659155889832;1,33868167320371;1,32541691810403;1,30262502460232;1,57579491769019;3,24229010379383;53,9678779273759;2,38655161955405e-09;1,41004752208301e-08;0;2
"Ehhadh";0,00357464258005338;0,0837517473827536;0,0154284226547382;-0,370033130773723;-0,846300069355026;-0,949331914600155;-0,949248144936117;5,30689102045448;53,9249720204356;2,43364198398694e-09;1,43732979985885e-08;0;7
"Arhgap25";0,141133153038859;0,729972242807768;1,29245890900505;1,83732320357657;1,68526441135444;2,29745981479847;2,2657026041175;1,35334426125012;53,9003233299132;2,46111199721458e-09;1,45300799174644e-08;0;2
"Hspa1b";0,0173661006324005;-0,491514915549772;-0,783158170549641;-0,62179124254642;-1,02560410887316;-1,22385023623831;-1,1930193530005;4,50402920389149;53,8816376602851;2,48214209314789e-09;1,46487379836603e-08;0;6
"Ncapg";0,654825139979037;1,58647125266923;1,4831391235961;1,37697038020357;1,13246824862754;1,54128664453195;1,44266245274778;4,26229014213094;53,8721413595816;2,49289837014085e-09;1,47066972515401e-08;0;1
"Dynlt1b";0,0295167752986769;-0,0163093396625834;0,285626934730818;0,703939022762341;1,16500834753441;0,762807272024391;0,773109416711248;6,8099618034924;53,8424119983328;2,52687338058666e-09;1,49015391183734e-08;0;2
"Tmem258";0,0880216038179859;0,147537578109389;0,498607445520113;0,960190093111016;1,12918400761665;0,904610487106373;0,85630871710904;5,95849340675528;53,8202399177518;2,55251177724026e-09;1,50470904243612e-08;0;2
"Donson";-0,0843211899559841;0,192316068315608;0,506534009094136;1,10884266888679;1,14676412267488;1,15274551667529;1,22512380562701;3,79674072874948;53,7999191287916;2,5762369663991e-09;1,51812584654148e-08;0;2
"S100b";-0,00866582012915339;-0,691720899335372;-0,496746587947168;-1,03458222689108;-1,31079868463532;-1,9356990221873;-3,53910742106335;0,593059539789146;53,7987034067184;2,57766330585889e-09;1,51839724596154e-08;0;7
"Inpp1";0,192009352408031;0,949135810536732;1,09671260670332;1,33784431114639;1,34679519070596;1,2033986306984;1,33980543065848;4,34981509480019;53,7524091833012;2,63256707402033e-09;1,55015803512164e-08;0;2
"Psmd12";-0,0424457462287997;0,199845011072622;0,389484439242678;0,831685832185862;0,935018208221515;0,980002866883554;0,972835314475679;6,35943786676;53,7259457471332;2,66447371283631e-09;1,56835850667213e-08;0;2
"Casp7";0,172633791760719;0,839974652462534;1,02447814672408;1,26893980326714;1,28507067520562;1,2521000102999;1,21077215434385;8,061230703881;53,691014402542;2,70718056113377e-09;1,5929001789725e-08;0;2
"Ssh2";0,185854788238419;0,202646237807627;0,438167802568134;0,294838521148969;0,645678368260129;0,924896332689764;1,32278051658806;5,2589406563528;53,6724372547789;2,73016990845889e-09;1,60582608682344e-08;0;3
"Nenf";0,0580416367186083;-0,0877966450894577;-0,136271055453826;-0,0440595216163431;-0,240332202589928;-0,884027080590745;-1,26767843696308;5,45532357367637;53,6599484150315;2,74573414197622e-09;1,61437667091062e-08;0;7
"Gcc2";0,0892795236024923;0,313359383290016;0,523150865496466;0,375461326145785;0,86070022326895;1,05040645501907;1,29210994243448;4,90868765696143;53,6421294224612;2,76809422412884e-09;1,62691504268238e-08;0;2
"Gpr27";-0,19441989917469;-0,327568317843236;-0,409126824370529;-1,02755049109684;-0,641696779105117;-1,48715220333259;-3,40787904813676;1,22560798783327;53,6328770664904;2,77977594972856e-09;1,63317030947804e-08;0;7
"Slirp";0,0971246328936814;0,366888812738312;0,526884572821145;1,0039431742637;1,30360102351105;0,838531043433878;0,789773377198142;5,51799615124081;53,6063898179709;2,81349011337924e-09;1,65236053651657e-08;0;2
"Adam22";0,114828894858761;-0,477944351199094;-0,519227369493563;-0,985621510458004;-1,36741038555982;-2,10811503018282;-2,21725788358813;1,48965290474479;53,5909335790438;2,83335137684294e-09;1,6634036723945e-08;0;7
"Tmem119";-0,152627053289778;-0,228943603796184;-0,122128864767278;-0,527699431206697;-1,29584496239152;-1,19623728401646;-1,51774639354573;3,40620156760244;53,5257588217621;2,91864857117592e-09;1,71284034475654e-08;0;7
"Golga1";-0,0115851496798811;0,0284167993637121;0,0255648397754538;0,33754656071058;0,889088215525783;0,813474131307319;1,07319327485053;4,95292605668389;53,4964883965748;2,95778384108447e-09;1,7350773083465e-08;0;3
"Rnd1";0,615586948288852;0,948203437286429;1,16072347061817;2,26702414815882;2,82044057283637;2,26191020817841;2,70126527520596;0,423569177484024;53,4957727865557;2,95874714646798e-09;1,7350773083465e-08;0;2
"Bhlhb9";-0,115038121774507;-0,199286063867879;-0,459036882635486;-0,765391796715438;-1,59711797524047;-1,64078043015028;-1,96435277909545;2,13656429583551;53,4827194087305;2,97637365629725e-09;1,74476311052593e-08;0;7
"Cpq";0,155130519052293;0,0133092978182963;0,0611531029043538;0,00732878054102623;-0,302174173775324;-0,940721251162863;-0,991728500695774;6,40584287060553;53,4753533916403;2,98636641637436e-09;1,74996842334095e-08;0;7
"Slc25a20";-0,328401366057312;0,441394582578796;0,972948942359213;0,868800490446369;1,08733697363854;0,71798091321366;0,603559508481881;7,47733295013924;53,4181475689591;3,06511813021421e-09;1,79544661860014e-08;0;1
"Olfml2a";-0,37931402638505;-0,53138147374733;-0,763456791335324;-1,24465508575069;-1,73198168411163;-1,99376540030361;-2,32737366390791;1,66754016976854;53,4115883001972;3,07427903969345e-09;1,80014208797245e-08;0;6
"Synpo";-0,569669924877225;-0,214898600098738;-0,324331694711991;-0,875632182732513;-1,05905565363371;-1,1377167621093;-1,02545148028065;6,40884701814416;53,4030258797959;3,08627867218297e-09;1,80649565465602e-08;0;6
"Ctxn1";0,0623251940283473;-0,632602697001839;-0,312214727304006;-0,897059057916516;-0,734576361980976;-1,08892554597106;-2,00690324084726;3,02187573932523;53,368145684821;3,13564485923819e-09;1,83470816810356e-08;0;7
"Dock1";0,216503491051641;-0,199309534332079;-0,474108551860355;-1,00045665323334;-1,08318970065252;-0,628229695291156;-0,383571888906773;5,39833650202782;53,3548941658032;3,15460531507626e-09;1,84511550459929e-08;0;6
"Hmgb2";0,289098121658336;1,06615074716726;1,17578204711095;1,3001650051538;1,30195535593188;1,29909339219618;0,979860136710968;7,56672448890671;53,3068897101606;3,22425192106087e-09;1,88515019348899e-08;0;1
"Cfp";-0,127802180218838;0,0924301097028187;0,458507683748359;1,06868817732958;1,02080419832224;1,25359352023759;1,1753979512982;3,62805553948694;53,3008946446204;3,23305667170859e-09;1,88959542723429e-08;0;2
"Pde7a";-0,100946105039196;-0,202313913002174;-0,602430914294502;-0,82745483132203;-0,931113216980952;-1,07330417695212;-1,03669531409042;6,56665819413007;53,2827978360286;3,25978036939995e-09;1,90450639047588e-08;0;6
"Gm43064";0,940925403132181;-4,35973579665176;1,28741779575648;0,158997234225066;-4,35973579665176;2,07827262677497;1,60434999375241;-1,87691566774802;53,279547460962;3,26460347893146e-09;1,90642262631387e-08;0;4
"Usp16";0,0297594512785941;0,089536475676529;0,238601465443405;0,744157143829184;0,847206185639571;1,0179529462104;1,02599089112147;5,38048198766195;53,2789536424134;3,26548539159347e-09;1,90642262631387e-08;0;2
"Mocs2";-0,049376281305479;0,0560444020443309;0,223185846224653;0,707086733650545;1,1433808465719;0,767709352636626;0,855118150347386;5,12885256262481;53,2735738954773;3,27348597166596e-09;1,91038405517937e-08;0;2
"Ppp1r3c";0,21201037649669;-0,263027808401399;-0,414630393189525;-0,782656639021762;-0,777053239100631;-1,39554307293922;-1,88588237205121;2,67183326614749;53,2581114836406;3,29659002379526e-09;1,92315355673874e-08;0;7
"Kcng1";0,177369399531643;-0,285995906717723;-0,562752965517105;-1,19581498869117;-1,36291178421104;-2,73455835369259;-3,36536383627722;-0,193672072492182;53,2272317781823;3,34321792157355e-09;1,94963175678707e-08;0;7
"Gm6902";0;6,00941008346398;5,19106197769693;5,39625614334046;6,12949373984067;6,09527937043769;4,11013597993215;-1,84214249229263;53,1820696223788;3,41259753864361e-09;1,98935330005765e-08;0;1
"Slc35f2";0,0648712886882747;0,0178950232873271;0,0862280105312027;-0,392446948970485;-0,733859284654733;-1,35169730874963;-0,976519266740878;4,05055045402747;53,1772682849578;3,42005733214086e-09;1,99296298650551e-08;0;7
"Tenm2";0,636412356140641;-0,257034490854294;-0,0231189276408793;-1,33602002407856;-1,47168675541855;-2,02463707403842;-2,19823074396184;0,371750847059088;53,1737553351362;3,42552565716014e-09;1,9954099437522e-08;0;7
"Tgfa";0,11560194290215;-0,140490745133655;0,00112916793240326;-0,0692785134496106;0,505222684853583;0,595667818660857;1,09876377317483;5,41855246094761;53,0830469812094;3,56977958429189e-09;2,0786694305273e-08;0;3
"Oas1a";-0,405550035217409;0,752128166190842;0,379362807513321;0,90166405933389;0,804388153156007;0,399465144641235;-0,0419687394184403;7,13796375591694;53,0718811073982;3,58794990200133e-09;2,08847642944335e-08;0;1
"Cdc34";0,105200043106657;0,0650939369821919;0,252220350875053;0,68115815449346;1,10853398072152;0,960991592357791;0,734175894456257;6,18020672547116;53,0175931882055;3,67761436017903e-09;2,13987612771039e-08;0;2
"Gfra4";0,253223304779922;0,0564857107809887;-0,070970190361033;-0,830382763067544;-0,737476858147831;-1,38292013076467;-2,29116921177374;1,79983604633349;52,9812747967203;3,73884199750468e-09;2,17469751700956e-08;0;7
"Nhp2";0,161124772996543;0,18468683120273;0,396568992619919;0,940607283012496;1,14678124527674;0,994956313916913;0,699205894285346;6,28379911259621;52,8792781677022;3,91627726844899e-09;2,27685081002204e-08;0;2
"Rere";-0,0876788896698494;-0,0284797824890566;-0,35117560478126;-1,03666414128393;-1,12082345638301;-0,875198882926124;-0,603233657053466;7,10514132613926;52,8786671325727;3,91736511964739e-09;2,27685081002204e-08;0;6
"Pard6b";0,235895352834944;0,290621017570196;0,36579425784735;0,694760150034476;0,973658703125151;1,08169336233256;1,19334278962949;5,65216449819839;52,8753732265503;3,92323458362958e-09;2,27941959068086e-08;0;2
"Inka2";-0,483052497669359;-0,817499215587514;-0,828569451392209;-1,24479176352174;-1,65256734026296;-1,90610964774756;-2,22977082536585;2,09267989834999;52,8415267845945;3,98405586112145e-09;2,31390196706876e-08;0;6
"Stk19";0,215464980417649;0,578303071844979;0,579866281280209;1,03473077094353;1,50518591973918;1,42532384083453;1,48854494483597;3,40076116448007;52,8350611024035;3,99578093357107e-09;2,31985479459395e-08;0;2
"Nell2";0,176722786786376;-0,581064211001623;-0,624373374256895;-1,77448709302759;-2,0112579284989;-2,0899913378073;-3,01250805673849;0,0253464040372421;52,831707638718;4,00187573959673e-09;2,322535635952e-08;0;6
"Fut9";0,161831464127461;0,195027598041168;0,0994039766665788;-0,534617635376556;-0,669641721808049;-1,01150430255603;-0,446747250818961;5,7556498168247;52,798914604509;4,06196611191019e-09;2,35653989710155e-08;0;6
"Lsm3";0,0979801776194729;0,321304395186783;0,500090739597728;0,953135178358273;1,32572036104999;1,03224422252271;0,806544536056649;4,77359549304325;52,7489221259902;4,1553066468089e-09;2,4098019587285e-08;0;2
"Dennd5b";-0,000193872077805183;-0,133522661381235;-0,358732863372984;-0,906536026539256;-1,35503788356993;-1,45094115048655;-1,34082974337349;3,00422254020474;52,7460976353644;4,16064352931404e-09;2,41200728495115e-08;0;6
"Optc";0,232008560262336;0,186786317328076;-0,0552983687195302;0,0534517443841725;0,100351103517938;-0,462434989878017;-1,73412704646526;3,60985781037268;52,7427164395322;4,16704128638983e-09;2,41482576869226e-08;0;7
"Slc25a22";-0,0408266706153427;0,345121086072229;0,409220316786183;0,784901815346252;0,980182422578626;1,07354645855669;1,123811421221;4,94355064904355;52,7387625139968;4,17453516793736e-09;2,41827715218538e-08;0;2
"Syt4";-0,0698571943548768;-0,838464989713696;-0,72719116868546;-1,63984900618047;-2,02611166857189;-2,06925555500031;-2,87647707635394;0,499027341566964;52,7157682433915;4,21838301918717e-09;2,44277782053999e-08;0;6
"Zfhx3";0,16168623778954;-0,258180714304019;-0,278612187333859;-1,05289324725168;-1,15651203756196;-1,39972374653128;-1,47489086049469;2,82561607574875;52,7093178584715;4,2307654590236e-09;2,44904619097088e-08;0;6
"Septin11";-0,00694248214430761;0,232949355301819;0,42147145575285;0,467199689557928;0,706473372215076;0,799019953057524;1,24696545572257;6,31468713808774;52,6943508382105;4,25963642979694e-09;2,46485108388913e-08;0;2
